City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
574,palopo,-2.9996,120.1921,74.84,89.0,100.0,3.33,ID,1717447998.0
575,kuching,1.55,110.3333,79.02,99.0,20.0,2.3,MY,1717448204.0
576,masumbwe,-3.6333,32.1833,70.0,51.0,8.0,2.64,TZ,1717448354.0
577,aykhal,66.0,111.5,53.6,44.0,100.0,3.98,RU,1717448355.0
578,calama,-22.4667,-68.9333,75.69,5.0,0.0,19.57,CL,1717448356.0
579,azul,-36.777,-59.8585,44.11,66.0,83.0,6.49,AR,1717448357.0
581,buon ma thuot,12.6667,108.05,71.19,97.0,96.0,2.44,VN,1717448360.0
582,biaora,23.8667,76.9167,92.75,37.0,100.0,15.84,IN,1717448361.0
583,kinzan,36.1031,127.4889,54.07,95.0,0.0,2.26,KR,1717448362.0
584,hadibu,12.65,54.0333,82.98,78.0,99.0,12.88,YE,1717448363.0
585,le mars,42.7942,-96.1656,86.72,48.0,0.0,3.44,US,1717448365.0
586,i-n-salah,27.1935,2.4607,93.96,11.0,21.0,5.39,DZ,1717448366.0
587,stettler,52.3168,-112.7186,64.74,53.0,65.0,9.57,CA,1717448367.0
588,brinsmead,-16.9058,145.7096,66.9,94.0,7.0,3.44,AU,1717448368.0
589,pont rouge,48.8833,-72.0825,82.69,42.0,10.0,5.97,CA,1717448369.0
590,dhalie,13.6957,44.7314,80.47,45.0,3.0,6.24,YE,1717448371.0
591,ytrebygda,60.305,5.2824,50.54,93.0,75.0,12.66,NO,1717448372.0
592,caluula,11.9661,50.7569,87.69,68.0,81.0,3.96,SO,1717448373.0
593,norilsk,69.3535,88.2027,19.42,94.0,78.0,2.26,RU,1717448374.0
594,hajdudorog,47.8167,21.5,64.36,97.0,70.0,6.69,HU,1717448375.0
595,dazhong,33.1997,120.4578,62.91,83.0,87.0,5.66,CN,1717448376.0
596,tosontsengel,48.7567,98.2839,47.59,58.0,75.0,2.93,MN,1717448378.0
597,franceville,-1.6333,13.5836,74.5,90.0,34.0,4.03,GA,1717448379.0
598,brejo,-3.6844,-42.7503,79.9,74.0,15.0,4.18,BR,1717448380.0
599,nanao,37.05,136.9667,62.33,90.0,6.0,1.43,JP,1717448381.0
600,chebba,35.2372,11.115,69.62,69.0,5.0,16.71,TN,1717448382.0
601,ciudad bolivar,8.1222,-63.5497,90.52,53.0,88.0,8.7,VE,1717448193.0
602,brazzaville,-4.2658,15.2832,82.71,78.0,20.0,2.3,CG,1717448385.0
603,kalamnuri,19.6667,77.3333,84.97,50.0,100.0,5.41,IN,1717448386.0
605,kerimaki,61.9167,29.2833,60.75,94.0,0.0,1.14,FI,1717448388.0
